,race,lsat,zfygpa,DOB_yr,zgpa,fulltime,fam_inc,age,gender,parttime,Dropout,pass_bar,tier,gpa
12906,0.0,48.0,2.02,69.0,2.52,1.0,3.0,-62.0,1,0.0,0,1.0,3.0,2
12907,0.0,40.0,-1.35,70.0,-0.69,1.0,3.0,-63.0,1,0.0,0,1.0,4.0,2
12908,0.0,36.0,1.92,69.0,1.44,1.0,4.0,-62.0,1,0.0,0,1.0,4.0,2
12909,0.0,37.0,-0.24,69.0,-0.14,1.0,4.0,-62.0,0,0.0,0,1.0,5.0,2
12912,0.0,42.0,0.54,69.0,1.08,1.0,4.0,-62.0,0,0.0,0,1.0,5.0,2
12913,0.0,38.0,-0.2,69.0,0.22,1.0,3.0,-62.0,1,0.0,0,1.0,4.0,2
12914,0.0,38.0,2.41,60.0,2.25,2.0,4.0,-58.0,1,1.0,0,1.0,4.0,2
12916,0.0,40.0,0.6,69.0,0.77,1.0,3.0,-62.0,0,0.0,0,1.0,4.0,2
12917,0.0,37.0,-0.49,69.0,-0.54,1.0,3.0,-62.0,1,0.0,0,1.0,5.0,2
12918,0.0,45.0,-0.85,68.0,-1.79,1.0,4.0,-61.0,0,0.0,0,1.0,5.0,2
12919,0.0,37.0,1.14,69.0,1.54,1.0,3.0,-67.0,1,0.0,0,1.0,4.0,2
12920,0.0,44.0,-1.07,70.0,-1.55,1.0,3.0,-63.0,1,0.0,0,1.0,6.0,2
12921,1.0,40.0,0.14,67.0,0.22,1.0,3.0,-60.0,1,0.0,0,1.0,3.0,2
12922,0.0,34.0,-1.28,70.0,-1.01,1.0,3.0,-63.0,1,0.0,0,1.0,4.0,2
12923,0.0,40.0,2.22,68.0,2.19,1.0,4.0,-61.0,1,0.0,0,1.0,4.0,2
12924,0.0,40.0,-0.39,68.0,-0.03,1.0,4.0,-61.0,0,0.0,0,1.0,5.0,2
12925,0.0,44.0,-0.27,69.0,0.09,1.0,3.0,-62.0,0,0.0,0,1.0,6.0,2
12926,0.0,28.5,0.48,70.0,0.39,1.0,3.0,-63.0,1,0.0,0,1.0,3.0,2
12927,0.0,36.0,1.99,69.0,1.29,1.0,4.0,-62.0,0,0.0,0,1.0,4.0,2
12928,0.0,40.0,-0.12,60.0,-0.5,1.0,2.0,-58.0,1,0.0,0,1.0,6.0,2
12929,0.0,36.0,-0.44,68.0,-1.14,1.0,3.0,-66.0,1,0.0,0,1.0,4.0,2
12930,0.0,43.0,0.47,68.0,0.38,1.0,3.0,-61.0,0,0.0,0,1.0,4.0,2
12931,0.0,38.0,1.58,52.0,1.73,1.0,2.0,-45.0,0,0.0,0,1.0,4.0,2
12932,0.0,40.0,0.44,69.0,0.37,1.0,3.0,-62.0,0,0.0,0,1.0,5.0,2
12933,0.0,40.0,0.98,60.0,0.49,1.0,4.0,-53.0,0,0.0,0,1.0,5.0,2
12934,0.0,35.0,0.8,69.0,0.77,1.0,4.0,-63.0,0,0.0,0,1.0,4.0,2
12935,0.0,37.0,0.5,67.0,0.57,1.0,3.0,-60.0,0,0.0,0,1.0,4.0,2
12936,0.0,42.0,-0.06,68.0,1.05,1.0,3.0,-61.0,0,0.0,0,1.0,5.0,2
12938,0.0,42.0,-0.49,70.0,-0.37,1.0,4.0,-63.0,0,0.0,0,1.0,5.0,2
12939,0.0,41.0,-0.55,68.0,-0.73,1.0,2.0,-61.0,1,0.0,0,1.0,6.0,2
12940,0.0,44.0,1.07,66.0,1.09,1.0,4.0,-59.0,0,0.0,0,1.0,6.0,2
12941,0.0,40.0,0.94,67.0,0.53,1.0,3.0,-65.0,1,0.0,0,1.0,4.0,2
12942,0.0,42.0,1.3,68.0,1.1,1.0,4.0,-61.0,1,0.0,0,1.0,4.0,2
12944,0.0,32.0,1.14,66.0,0.74,1.0,3.0,-59.0,0,0.0,0,1.0,4.0,2
12945,0.0,42.0,-0.07,69.0,-0.59,1.0,4.0,-62.0,0,0.0,0,1.0,6.0,2
12947,0.0,39.0,0.4,69.0,-0.27,1.0,4.0,-62.0,0,0.0,0,1.0,4.0,2
12948,0.0,42.0,2.31,69.0,2.45,1.0,3.0,-62.0,0,0.0,0,1.0,4.0,2
12949,0.0,45.0,0.52,68.0,0.62,1.0,4.0,-61.0,1,0.0,0,1.0,6.0,2
12951,0.0,42.0,0.06,67.0,0.61,1.0,4.0,-60.0,1,0.0,0,1.0,5.0,2
12952,0.0,41.0,1.6,69.0,1.26,1.0,4.0,-62.0,0,0.0,0,1.0,5.0,2
12953,0.0,30.0,0.42,69.0,0.44,1.0,3.0,-62.0,0,0.0,0,1.0,5.0,2
12954,0.0,37.0,1.69,47.0,2.05,1.0,2.0,-40.0,1,0.0,0,1.0,4.0,2
12955,0.0,34.5,0.76,69.0,0.83,1.0,3.0,-62.0,1,0.0,0,1.0,5.0,2
12956,0.0,28.5,0.49,49.0,-0.05,2.0,2.0,-42.0,0,1.0,0,1.0,4.0,2
12957,0.0,36.0,0.32,68.0,0.97,1.0,5.0,-61.0,0,0.0,0,1.0,4.0,2
12958,0.0,35.0,1.01,52.0,1.67,1.0,4.0,-50.0,0,0.0,0,1.0,4.0,2
12959,1.0,21.0,-1.09,70.0,-0.64,1.0,3.0,-63.0,1,0.0,0,1.0,5.0,2
12960,0.0,43.0,-0.26,68.0,-0.46,1.0,4.0,-61.0,0,0.0,0,1.0,6.0,2
12961,0.0,35.0,0.83,69.0,0.52,1.0,4.0,-62.0,0,0.0,0,1.0,4.0,2
12962,0.0,46.0,0.59,69.0,1.6,1.0,4.0,-62.0,1,0.0,0,1.0,5.0,2
12963,0.0,39.0,0.07,61.0,-0.5,1.0,2.0,-54.0,1,0.0,0,1.0,4.0,2
12964,0.0,38.0,1.93,69.0,2.13,1.0,4.0,-62.0,0,0.0,0,1.0,3.0,2
12965,0.0,39.0,1.33,65.0,1.63,1.0,4.0,-58.0,1,0.0,0,1.0,4.0,2
12966,0.0,42.0,0.93,69.0,0.47,1.0,4.0,-62.0,1,0.0,0,1.0,3.0,2
12967,0.0,41.0,0.04,63.0,-0.92,1.0,3.0,-56.0,0,0.0,0,1.0,6.0,2
12968,0.0,46.0,2.02,65.0,2.06,1.0,4.0,-58.0,0,0.0,0,1.0,4.0,2
12969,0.0,34.0,1.28,64.0,1.26,1.0,3.0,-57.0,1,0.0,0,1.0,4.0,2
12970,0.0,42.0,0.31,64.0,0.7,1.0,2.0,-57.0,0,0.0,0,1.0,5.0,2
12971,0.0,46.0,1.04,69.0,1.2,1.0,4.0,-62.0,0,0.0,0,1.0,6.0,2
12972,0.0,39.0,1.51,66.0,1.42,1.0,2.0,-59.0,0,0.0,0,1.0,4.0,2
12974,0.0,43.0,-0.07,69.0,0.1,1.0,3.0,-62.0,0,0.0,0,1.0,6.0,2
12975,0.0,48.0,1.94,69.0,1.14,1.0,4.0,-67.0,0,0.0,0,1.0,5.0,2
12976,0.0,42.0,0.38,57.0,-0.02,1.0,3.0,-50.0,0,0.0,0,1.0,5.0,2
12977,0.0,40.0,0.96,58.0,0.9,1.0,3.0,-51.0,0,0.0,0,1.0,6.0,2
12978,0.0,42.0,1.31,68.0,1.51,1.0,4.0,-61.0,1,0.0,0,1.0,4.0,2
12979,0.0,38.0,0.85,69.0,0.5,1.0,4.0,-62.0,0,0.0,0,1.0,5.0,2
12980,0.0,31.0,-0.28,68.0,-0.5,1.0,4.0,-61.0,0,0.0,0,1.0,4.0,2
12982,0.0,46.0,1.76,61.0,1.24,1.0,3.0,-54.0,1,0.0,0,1.0,6.0,2
12983,0.0,37.0,-1.38,69.0,-1.17,1.0,4.0,-62.0,0,0.0,0,1.0,6.0,2
12984,0.0,46.0,0.2,69.0,0.1,1.0,4.0,-62.0,0,0.0,0,1.0,5.0,2
12985,1.0,37.0,2.22,65.0,2.55,2.0,3.0,-58.0,1,1.0,0,1.0,3.0,2
12986,1.0,31.0,1.25,68.0,1.75,2.0,4.0,-61.0,1,1.0,0,1.0,2.0,2
12987,0.0,37.0,1.32,66.0,1.56,1.0,3.0,-59.0,0,0.0,0,1.0,3.0,2
12988,0.0,35.0,1.55,49.0,1.3,1.0,3.0,-47.0,1,0.0,0,1.0,3.0,2
12989,0.0,46.0,0.55,69.0,1.05,1.0,5.0,-62.0,0,0.0,0,1.0,5.0,2
12990,0.0,40.0,1.35,69.0,1.32,1.0,3.0,-62.0,1,0.0,0,1.0,4.0,2
12991,0.0,40.0,0.44,69.0,1.12,1.0,4.0,-62.0,1,0.0,0,1.0,3.0,2
12992,0.0,41.0,1.02,69.0,0.79,1.0,4.0,-67.0,1,0.0,0,1.0,4.0,2
12993,0.0,34.0,1.43,69.0,1.02,1.0,4.0,-62.0,1,0.0,0,1.0,3.0,2
12994,0.0,34.0,1.04,69.0,0.76,1.0,4.0,-62.0,1,0.0,0,1.0,3.0,2
12996,0.0,31.0,0.22,68.0,0.9,1.0,2.0,-61.0,0,0.0,0,1.0,4.0,2
12997,0.0,34.0,-0.29,68.0,-0.23,1.0,3.0,-61.0,0,0.0,0,1.0,4.0,2
12998,0.0,47.0,0.49,68.0,0.08,1.0,4.0,-61.0,0,0.0,0,1.0,6.0,2
12999,0.0,36.0,0.09,70.0,0.1,1.0,4.0,-63.0,1,0.0,0,1.0,4.0,2
13000,0.0,35.0,1.07,69.0,1.25,1.0,3.0,-62.0,1,0.0,0,1.0,4.0,2
13001,0.0,35.5,-0.2,68.0,-0.04,1.0,3.0,-61.0,1,0.0,0,1.0,4.0,2
13002,0.0,48.0,-0.25,69.0,-0.52,1.0,4.0,-62.0,0,0.0,0,1.0,5.0,2
13003,0.0,27.0,0.9,56.0,1.76,1.0,3.0,-49.0,1,0.0,0,1.0,4.0,2
13004,0.0,40.0,0.13,69.0,0.75,1.0,4.0,-63.0,1,0.0,0,1.0,4.0,2
13005,0.0,31.0,0.37,67.0,1.04,1.0,3.0,-60.0,1,0.0,0,1.0,3.0,2
13006,1.0,41.0,0.59,69.0,0.73,1.0,3.0,-62.0,1,0.0,0,1.0,4.0,2
13007,0.0,33.0,1.35,45.0,0.87,1.0,4.0,-38.0,1,0.0,0,1.0,4.0,2
13008,1.0,45.0,-0.44,70.0,-0.12,1.0,3.0,-63.0,0,0.0,0,1.0,5.0,2
13009,0.0,41.0,0.71,67.0,0.62,1.0,4.0,-60.0,1,0.0,0,1.0,4.0,2
13010,0.0,34.0,-0.03,69.0,-0.43,1.0,5.0,-62.0,1,0.0,0,1.0,4.0,2
13011,0.0,39.0,0.54,58.0,0.58,1.0,3.0,-51.0,1,0.0,0,1.0,3.0,2
13012,0.0,38.0,1.46,69.0,1.37,1.0,3.0,-62.0,0,0.0,0,1.0,4.0,2
13013,0.0,32.0,-0.74,50.0,-1.22,1.0,3.0,-43.0,1,0.0,0,0.0,3.0,2
13014,0.0,42.0,-1.12,68.0,-0.38,1.0,4.0,-61.0,1,0.0,0,1.0,5.0,2
13015,0.0,38.5,-0.32,69.0,-0.03,1.0,5.0,-62.0,0,0.0,0,1.0,6.0,2
13016,0.0,42.0,0.78,70.0,0.24,1.0,5.0,-63.0,0,0.0,0,1.0,5.0,2
13017,1.0,28.0,-0.01,69.0,-0.69,1.0,4.0,-62.0,1,0.0,0,1.0,4.0,2
13018,0.0,45.0,0.62,69.0,1.1,1.0,4.0,-62.0,0,0.0,0,1.0,4.0,2
13019,0.0,41.0,2.1,66.0,2.22,1.0,4.0,-59.0,0,0.0,0,1.0,4.0,2
13020,0.0,32.0,1.54,68.0,1.85,1.0,4.0,-61.0,1,0.0,0,1.0,4.0,2
13021,1.0,37.0,0.61,69.0,0.08,1.0,3.0,-62.0,1,0.0,0,1.0,3.0,2
13022,0.0,38.0,1.69,69.0,1.29,1.0,4.0,-62.0,0,0.0,0,1.0,3.0,2
13023,0.0,30.0,-0.49,68.0,-0.05,1.0,3.0,-61.0,1,0.0,0,1.0,2.0,2
13024,0.0,42.0,0.32,69.0,0.48,1.0,3.0,-62.0,0,0.0,0,1.0,3.0,2
13025,0.0,42.0,0.82,66.0,0.85,1.0,4.0,-59.0,0,0.0,0,1.0,4.0,2
13026,1.0,40.0,-1.37,66.0,-1.24,1.0,5.0,-59.0,0,0.0,0,1.0,5.0,2
13027,0.0,36.0,-0.32,70.0,-0.69,1.0,3.0,-63.0,1,0.0,0,0.0,4.0,2
13028,0.0,40.0,0.75,63.0,1.2,1.0,2.0,-56.0,1,0.0,0,1.0,4.0,2
13029,0.0,39.0,2.18,62.0,2.02,1.0,4.0,-60.0,1,0.0,0,1.0,3.0,2
13030,1.0,35.0,0.38,46.0,-0.06,1.0,3.0,-44.0,0,0.0,0,1.0,5.0,2
13031,0.0,44.0,-0.69,66.0,-0.46,1.0,2.0,-59.0,1,0.0,0,1.0,4.0,2
13032,0.0,46.0,-0.14,67.0,0.09,1.0,3.0,-60.0,1,0.0,0,1.0,6.0,2
13033,0.0,42.0,0.4,69.0,0.45,1.0,2.0,-62.0,1,0.0,0,1.0,4.0,2
13035,0.0,38.0,0.35,59.0,-0.75,1.0,1.0,-52.0,0,0.0,0,1.0,4.0,2
13037,0.0,48.0,2.28,68.0,1.76,1.0,5.0,-61.0,0,0.0,0,1.0,5.0,2
13038,0.0,38.0,0.43,40.0,0.33,1.0,3.0,-33.0,0,0.0,0,1.0,3.0,2
13039,0.0,41.0,0.87,60.0,0.96,1.0,4.0,-53.0,1,0.0,0,1.0,4.0,2
13040,0.0,48.0,1.08,68.0,0.74,1.0,4.0,-61.0,1,0.0,0,1.0,5.0,2
13041,0.0,44.0,1.03,68.0,0.18,1.0,4.0,-61.0,0,0.0,0,1.0,6.0,2
13043,0.0,45.5,1.23,69.0,1.01,1.0,4.0,-62.0,0,0.0,0,1.0,6.0,2
13046,0.0,28.0,2.37,62.0,2.45,1.0,1.0,-55.0,0,0.0,0,1.0,3.0,2
13047,1.0,21.0,-1.15,63.0,-1.73,1.0,2.0,-56.0,1,0.0,0,1.0,4.0,2
13048,1.0,41.0,-1.31,67.0,-1.47,1.0,2.0,-60.0,0,0.0,0,1.0,5.0,2
13049,0.0,38.0,-0.43,69.0,-0.44,1.0,2.0,-62.0,1,0.0,0,1.0,3.0,2
13050,0.0,40.0,1.28,62.0,1.32,1.0,3.0,-55.0,1,0.0,0,1.0,4.0,2
13051,0.0,44.0,0.74,64.0,1.54,1.0,3.0,-57.0,1,0.0,0,1.0,3.0,2
13052,0.0,41.0,2.49,62.0,2.86,1.0,3.0,-55.0,1,0.0,0,1.0,3.0,2
13053,0.0,34.0,-0.07,52.0,-0.62,1.0,3.0,-46.0,1,0.0,0,1.0,3.0,2
13054,0.0,37.0,1.45,70.0,1.58,1.0,4.0,-63.0,0,0.0,0,1.0,4.0,2
13055,0.0,34.0,0.48,64.0,0.5,1.0,2.0,-57.0,1,0.0,0,1.0,4.0,2
13056,0.0,34.0,1.99,63.0,2.78,1.0,2.0,-56.0,0,0.0,0,1.0,4.0,2
13057,0.0,41.0,0.97,69.0,0.68,1.0,4.0,-62.0,0,0.0,0,1.0,6.0,2
13058,0.0,29.0,1.05,68.0,1.35,1.0,4.0,-61.0,1,0.0,0,1.0,3.0,2
13059,1.0,33.0,0.19,68.0,0.1,1.0,2.0,-61.0,0,0.0,0,1.0,5.0,2
13062,0.0,42.0,1.75,69.0,1.82,1.0,3.0,-62.0,1,0.0,0,1.0,3.0,2
13063,0.0,37.0,-0.14,70.0,-0.15,1.0,4.0,-63.0,1,0.0,0,1.0,5.0,2
13064,0.0,39.0,0.36,69.0,0.16,1.0,3.0,-62.0,0,0.0,0,1.0,5.0,2
13065,0.0,35.0,0.14,69.0,-0.4,1.0,4.0,-67.0,1,0.0,0,1.0,4.0,2
13066,0.0,41.0,1.59,57.0,1.11,1.0,4.0,-50.0,0,0.0,0,1.0,3.0,2
13067,0.0,34.0,1.83,67.0,2.05,1.0,4.0,-60.0,1,0.0,0,1.0,4.0,2
13068,0.0,44.0,2.18,69.0,2.0,1.0,5.0,-62.0,0,0.0,0,1.0,6.0,2
13069,1.0,30.0,-0.45,69.0,-0.86,1.0,3.0,-62.0,1,0.0,0,0.0,5.0,2
13071,0.0,45.0,-0.84,69.0,-1.02,1.0,3.0,-62.0,0,0.0,0,1.0,5.0,2
13072,1.0,48.0,1.75,69.0,1.76,1.0,4.0,-62.0,0,0.0,0,1.0,5.0,2
13073,1.0,36.0,-0.58,47.0,-0.97,1.0,3.0,-40.0,1,0.0,0,0.0,3.0,2
13074,1.0,39.0,-0.15,69.0,-0.81,1.0,4.0,-62.0,0,0.0,0,1.0,6.0,2
13075,0.0,46.0,1.41,52.0,1.69,2.0,2.0,-45.0,1,1.0,0,1.0,4.0,2
13076,0.0,40.0,0.54,68.0,1.13,1.0,4.0,-61.0,0,0.0,0,1.0,5.0,2
13077,0.0,47.0,1.39,69.0,1.37,1.0,4.0,-62.0,1,0.0,0,1.0,6.0,2
13078,1.0,40.0,-0.63,69.0,-0.77,1.0,3.0,-62.0,1,0.0,0,1.0,6.0,2
13079,0.0,38.0,-0.32,69.0,-0.5,1.0,4.0,-62.0,1,0.0,0,1.0,3.0,2
13081,0.0,36.0,1.13,69.0,0.93,1.0,3.0,-62.0,1,0.0,0,1.0,3.0,2
13082,0.0,37.0,-0.36,69.0,-0.4,1.0,3.0,-62.0,0,0.0,0,1.0,3.0,2
13083,0.0,36.0,-0.64,69.0,0.19,1.0,4.0,-62.0,1,0.0,0,1.0,4.0,2
13084,0.0,36.0,-0.31,57.0,-0.98,1.0,2.0,-50.0,1,0.0,0,1.0,3.0,2
13085,0.0,45.0,0.46,69.0,0.72,1.0,3.0,-62.0,1,0.0,0,1.0,5.0,2
13086,0.0,35.5,1.01,69.0,1.3,1.0,1.0,-62.0,1,0.0,0,1.0,3.0,2
13087,0.0,46.0,0.15,66.0,-0.15,1.0,5.0,-59.0,1,0.0,0,1.0,5.0,2
13088,0.0,35.0,-1.05,55.0,-0.37,1.0,3.0,-48.0,1,0.0,0,1.0,4.0,2
13089,0.0,33.0,1.12,69.0,0.69,1.0,4.0,-62.0,0,0.0,0,1.0,3.0,2
13090,0.0,38.0,0.93,69.0,1.32,1.0,4.0,-62.0,1,0.0,0,1.0,6.0,2
13091,1.0,47.0,0.43,69.0,-0.04,1.0,3.0,-62.0,1,0.0,0,1.0,5.0,2
13092,0.0,42.0,-0.56,68.0,-0.91,1.0,4.0,-61.0,1,0.0,0,1.0,3.0,2
13093,0.0,41.0,0.46,68.0,0.37,1.0,3.0,-62.0,1,0.0,0,1.0,4.0,2
13094,0.0,36.0,0.29,69.0,-0.12,1.0,3.0,-62.0,1,0.0,0,1.0,4.0,2
13095,0.0,41.0,1.35,65.0,1.12,1.0,4.0,-58.0,1,0.0,0,1.0,4.0,2
13097,0.0,47.0,-0.38,65.0,0.02,1.0,5.0,-58.0,0,0.0,0,1.0,5.0,2
13098,0.0,47.0,1.61,58.0,1.62,1.0,3.0,-51.0,1,0.0,0,1.0,5.0,2
13099,0.0,46.0,1.07,67.0,1.75,1.0,4.0,-60.0,1,0.0,0,1.0,5.0,2
13100,0.0,37.0,0.84,65.0,1.43,2.0,4.0,-58.0,1,1.0,0,1.0,5.0,2
13101,0.0,44.0,-0.61,69.0,-0.89,1.0,3.0,-62.0,1,0.0,0,1.0,5.0,2
13102,0.0,27.0,-1.2,69.0,-1.45,1.0,2.0,-62.0,1,0.0,0,1.0,4.0,2
13103,0.0,45.0,-0.18,67.0,-0.32,1.0,3.0,-60.0,0,0.0,0,1.0,5.0,2
13105,0.0,42.0,0.65,69.0,0.92,1.0,4.0,-62.0,1,0.0,0,1.0,4.0,2
13106,0.0,25.0,1.69,69.0,1.85,1.0,3.0,-62.0,0,0.0,0,1.0,2.0,2
13107,0.0,36.0,0.62,69.0,1.25,1.0,4.0,-62.0,0,0.0,0,1.0,4.0,2
13108,0.0,36.0,-0.12,68.0,-0.33,1.0,4.0,-61.0,1,0.0,0,1.0,4.0,2
13111,0.0,45.0,-0.78,69.0,-0.88,1.0,4.0,-62.0,0,0.0,0,1.0,6.0,2
13113,0.0,39.0,1.54,68.0,1.61,1.0,4.0,-66.0,1,0.0,0,1.0,3.0,2
13115,1.0,44.0,-0.61,69.0,-0.25,1.0,4.0,-62.0,1,0.0,0,1.0,5.0,2
13116,0.0,48.0,-0.73,70.0,-0.59,1.0,4.0,-63.0,0,0.0,0,1.0,5.0,2
13117,1.0,37.0,-1.17,68.0,-1.11,1.0,3.0,-66.0,1,0.0,0,1.0,5.0,2
13118,0.0,37.0,1.02,68.0,0.39,1.0,2.0,-61.0,0,0.0,0,1.0,3.0,2
13119,0.0,40.0,0.83,63.0,0.86,1.0,4.0,-56.0,1,0.0,0,1.0,3.0,2
13120,0.0,48.0,1.25,69.0,0.95,1.0,4.0,-62.0,1,0.0,0,1.0,5.0,2
13121,0.0,41.0,0.95,68.0,1.34,1.0,4.0,-61.0,0,0.0,0,1.0,4.0,2
13122,0.0,40.0,0.24,68.0,0.06,1.0,3.0,-61.0,0,0.0,0,1.0,6.0,2
13123,0.0,37.0,-1.42,55.0,-1.12,1.0,5.0,-53.0,1,0.0,0,1.0,3.0,2
13124,0.0,28.0,-0.48,67.0,-0.71,1.0,2.0,-60.0,1,0.0,0,1.0,5.0,2
13125,0.0,47.0,0.7,62.0,0.84,1.0,3.0,-55.0,0,0.0,0,1.0,5.0,2
13126,0.0,37.0,1.91,58.0,2.18,1.0,2.0,-52.0,1,0.0,0,1.0,4.0,2
13127,0.0,39.0,1.3,63.0,2.67,1.0,3.0,-56.0,1,0.0,0,1.0,3.0,2
13128,0.0,44.0,-0.66,68.0,-0.08,1.0,4.0,-61.0,1,0.0,0,1.0,6.0,2
13129,0.0,41.0,-0.15,68.0,0.85,1.0,4.0,-61.0,0,0.0,0,1.0,6.0,2
13131,0.0,33.0,-0.48,60.0,-0.68,1.0,3.0,-53.0,0,0.0,0,1.0,5.0,2
13132,0.0,35.0,1.47,68.0,1.84,1.0,3.0,-61.0,0,0.0,0,1.0,3.0,2
13133,1.0,27.0,0.39,69.0,-0.14,1.0,3.0,-62.0,1,0.0,0,1.0,2.0,2
13134,0.0,47.0,-0.32,62.0,-0.04,1.0,4.0,-55.0,1,0.0,0,1.0,6.0,2
13135,0.0,40.0,0.77,68.0,1.43,1.0,3.0,-61.0,1,0.0,0,1.0,2.0,2
13136,0.0,35.0,0.52,68.0,1.93,1.0,4.0,-61.0,1,0.0,0,1.0,5.0,2
13137,0.0,33.0,1.56,61.0,0.57,2.0,2.0,-54.0,1,1.0,0,1.0,5.0,2
13138,0.0,38.0,-0.43,66.0,-0.2,1.0,1.0,-59.0,0,0.0,0,1.0,2.0,2
13139,0.0,42.0,0.51,69.0,0.53,1.0,4.0,-62.0,1,0.0,0,1.0,4.0,2
13140,0.0,48.0,-0.15,69.0,0.13,1.0,4.0,-62.0,0,0.0,0,1.0,5.0,2
13141,1.0,38.0,-0.31,68.0,0.33,1.0,3.0,-61.0,0,0.0,0,1.0,6.0,2
13142,0.0,40.0,-0.8,64.0,-1.26,1.0,2.0,-57.0,0,0.0,0,0.0,5.0,2
13143,0.0,40.0,1.2,69.0,0.67,1.0,3.0,-62.0,1,0.0,0,1.0,4.0,2
13144,0.0,42.0,-1.08,67.0,-1.34,1.0,2.0,-65.0,0,0.0,0,1.0,5.0,2
13145,0.0,32.0,1.64,69.0,1.46,1.0,3.0,-62.0,0,0.0,0,1.0,3.0,2
13146,0.0,34.0,0.12,68.0,-0.09,1.0,4.0,-66.0,0,0.0,0,1.0,4.0,2
13147,0.0,43.0,0.2,69.0,-0.48,1.0,3.0,-62.0,0,0.0,0,1.0,4.0,2
13148,0.0,42.0,-1.52,69.0,-0.9,1.0,5.0,-62.0,1,0.0,0,1.0,5.0,2
13149,0.0,34.0,1.12,67.0,0.77,1.0,3.0,-65.0,0,0.0,0,1.0,4.0,2
13150,0.0,44.0,0.38,69.0,0.85,1.0,4.0,-62.0,0,0.0,0,1.0,6.0,2
13151,0.0,40.0,0.78,57.0,1.27,1.0,3.0,-55.0,0,0.0,0,1.0,6.0,2
13152,0.0,37.0,-0.39,68.0,-0.6,1.0,4.0,-61.0,0,0.0,0,1.0,4.0,2
13153,0.0,36.0,1.71,67.0,1.37,1.0,3.0,-60.0,0,0.0,0,1.0,4.0,2
13154,0.0,40.0,0.14,69.0,-0.38,1.0,4.0,-62.0,0,0.0,0,1.0,5.0,2
13155,0.0,36.0,0.88,68.0,0.88,1.0,4.0,-61.0,0,0.0,0,1.0,4.0,2
13156,0.0,40.0,0.91,69.0,0.81,1.0,3.0,-63.0,0,0.0,0,1.0,4.0,2
13157,0.0,47.0,-0.83,69.0,-0.58,1.0,3.0,-62.0,0,0.0,0,1.0,6.0,2
13159,0.0,33.0,0.65,68.0,0.88,1.0,4.0,-61.0,1,0.0,0,1.0,3.0,2
13160,0.0,40.0,1.74,67.0,1.51,2.0,4.0,-65.0,0,1.0,0,1.0,3.0,2
13161,0.0,34.0,2.32,55.0,2.23,1.0,4.0,-48.0,1,0.0,0,1.0,1.0,2
13162,0.0,45.0,2.08,57.0,1.75,1.0,3.0,-50.0,1,0.0,0,1.0,3.0,2
13163,0.0,41.0,1.2,70.0,0.41,1.0,4.0,-63.0,1,0.0,0,1.0,5.0,2
13164,0.0,42.0,0.54,69.0,0.52,1.0,3.0,-62.0,1,0.0,0,1.0,5.0,2
13165,0.0,43.0,-0.46,69.0,-0.79,1.0,4.0,-62.0,0,0.0,0,1.0,6.0,2
13166,0.0,41.0,-0.72,66.0,-0.51,1.0,3.0,-64.0,0,0.0,0,1.0,6.0,2
13167,0.0,36.0,0.19,69.0,-0.02,1.0,3.0,-63.0,1,0.0,0,0.0,4.0,2
13168,0.0,43.0,0.67,56.0,1.23,1.0,4.0,-49.0,0,0.0,0,1.0,6.0,2
13170,0.0,42.0,0.73,68.0,0.91,1.0,4.0,-66.0,0,0.0,0,1.0,5.0,2
13171,0.0,41.0,-0.48,69.0,-0.24,1.0,3.0,-62.0,0,0.0,0,1.0,6.0,2
13172,0.0,41.0,0.51,69.0,0.09,1.0,4.0,-62.0,1,0.0,0,1.0,6.0,2
13173,0.0,44.0,0.25,69.0,0.1,1.0,3.0,-62.0,0,0.0,0,1.0,5.0,2
13174,1.0,45.0,0.28,70.0,-0.29,1.0,3.0,-63.0,0,0.0,0,1.0,5.0,2
13175,0.0,36.5,0.65,69.0,0.31,1.0,3.0,-62.0,1,0.0,0,1.0,5.0,2
13176,0.0,38.0,-0.16,69.0,0.17,1.0,4.0,-63.0,0,0.0,0,1.0,4.0,2
13177,1.0,45.0,0.09,69.0,0.02,1.0,3.0,-62.0,0,0.0,0,1.0,5.0,2
13178,0.0,44.0,0.55,69.0,0.18,1.0,3.0,-62.0,0,0.0,0,1.0,6.0,2
13179,0.0,42.0,0.5,69.0,1.1,1.0,4.0,-62.0,1,0.0,0,1.0,5.0,2
13180,0.0,35.0,1.09,62.0,1.41,1.0,2.0,-55.0,1,0.0,0,1.0,4.0,2
13181,0.0,42.0,2.15,68.0,2.77,1.0,4.0,-61.0,1,0.0,0,1.0,4.0,2
13182,0.0,38.0,0.6,64.0,1.13,1.0,2.0,-57.0,0,0.0,0,1.0,5.0,2
13183,0.0,45.0,1.85,69.0,2.36,1.0,4.0,-67.0,1,0.0,0,1.0,3.0,2
13184,0.0,29.0,1.38,68.0,1.33,1.0,4.0,-61.0,1,0.0,0,1.0,5.0,2
13185,0.0,40.0,2.48,57.0,2.34,1.0,3.0,-50.0,0,0.0,0,1.0,3.0,2
13186,0.0,45.0,-0.19,70.0,0.67,1.0,2.0,-63.0,1,0.0,0,1.0,5.0,2
13187,0.0,45.0,-0.69,68.0,-1.05,1.0,3.0,-61.0,1,0.0,0,1.0,5.0,2
13189,0.0,48.0,-0.03,68.0,0.0,1.0,4.0,-61.0,0,0.0,0,1.0,5.0,2
